Time[ms],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],Accuracy[m],Flag,Acceleration[m/s^2],AccWork[J],AeroWork[J],GradeWork[J],RollWork[J],StandStillWork[J],TotalWork[J],StandStillTime[s],Fuel[l],CO2[kg],AccECE[%],AeroECE[%],STSECE[%],WorkECE[%]
1760535985974,12.5382133,-70.0515067,11.38,11.38,7.359641360213125,2,0,-0.129999999999999,-9374,3903,12389.716358034077,5626,0,12544.716358034077,0,0.0006386809810827059,0.0017014461336043287,111.52522298778169,53.39882016618841,0,54.27541753358379
1760535986974,12.5383167,-70.051495,11.37,11.37,8.160112566115753,2,0,-0.010000000000001563,-717,3893,49471.52193840013,5621,0,58268.52193840013,0,0.0029665873420902634,0.007902988679328461,107.94107725223458,53.72280197032493,0,53.878244377976635
1760535987975,12.5384233,-70.0514783,11.59,11.601589999999998,8.360610090325856,2,0,0.21978021978022044,15911,4127,12391.348488757012,5736,0,38165.34848875701,0,0.0019430875533946828,0.005176385242243435,107.87441015462886,54.086655144091466,0,55.7233784812646
1760535988975,12.5385267,-70.05146,11.47,11.47,8.361098251674129,2,0,-0.11999999999999922,-8717,3997,30.16983580727558,5671,0,981.1698358072754,0,0.00004995366140270014,0.0001330765539767932,104.57850877021093,54.379011726947745,0,54.26972087628364
1760535989974,12.53862,-70.0514533,11.45,11.43855,8.961515136543994,1.9,0,-0.020020020020021373,-1444,3972,37107.5647356123,5655,0,45290.5647356123,0,0.0023058490517886675,0.0061427818739650105,101.48436761925825,54.63876838774847,0,53.80976752311414
1760535990974,12.5387283,-70.0514383,11.37,11.37,8.062017109910506,1.9,0,-0.08000000000000007,-5751,3893,-55591.676540029446,5621,0,0,0,0,0,98.58680476147507,54.85407139388191,0,52.38131374748578
1760535991974,12.538835,-70.0514267,11.22,11.22,8.662504337655587,1.9,0,-0.14999999999999858,-10674,3741,37111.91213632923,5547,0,35725.91213632923,0,0.0018188901177261132,0.004845523273622366,95.89102877896511,55.01336583605734,0,51.04846336360791
1760535992974,12.5389367,-70.05142,10.77,10.77,8.062958453814296,2,0,-0.45000000000000107,-31171,3308,-37053.7342590433,5324,0,0,0,0,0,93.4601953404816,55.062969110965085,0,49.84721366614894
1760535993974,12.53903,-70.0514133,10.75,10.75,7.663376746064994,2,0,-0.019999999999999574,-1356,3290,-24695.348284030126,5315,0,0,0,0,0,91.15370824185767,55.10371674212152,0,48.703355161448165
1760535994974,12.5391283,-70.0513967,10.47,10.47,7.263841244712129,2,0,-0.27999999999999936,-18717,3040,-24692.49259011113,5176,0,0,0,0,0,89.02724281170855,55.092821942707204,0,47.64839823799107
1760535995974,12.5392267,-70.0513883,10.83,10.83,6.664286399845533,2,0,0.35999999999999943,24154,3364,-37054.28807729021,5354,0,0,0,0,0,91.0426483258804,55.14117434846513,0,46.59081723668762
1760535996974,12.5393267,-70.05138,10.65,10.65,6.264738576722667,2,0,-0.17999999999999972,-12180,3199,-24693.254112462484,5265,0,0,0,0,0,88.97105468229813,55.154812107468864,0,45.60113250933326
1760535997975,12.5394167,-70.0513667,10.36,10.370359999999998,6.365160226898077,1.9,0,-0.28971028971029067,-19193,2948,6206.359245790826,5127,0,0,0,0,0,87.05550210557685,55.12390443310794,0,44.68627951605762
1760535998974,12.5395067,-70.0513533,10.23,10.21977,6.565582451971146,1.9,0,-0.13013013013012914,-8432,2832,12386.694776190894,5052,0,11838.694776190894,0,0.0006027357636949583,0.001605688074483369,85.25243008852328,55.07696327823939,0,43.82392318853
1760535999974,12.5395967,-70.0513467,10.03,10.03,6.165988201990796,1.9,0,-0.20000000000000107,-12764,2672,-24696.123431535558,4959,0,0,0,0,0,83.5628147158034,55.008615104475524,0,43.01564464956219
1760536000974,12.5396883,-70.05134,9.77,9.77,6.466401424624692,1.9,0,-0.2599999999999998,-16217,2470,18566.43839844268,4830,0,9649.438398442679,0,0.000491275578285001,0.0013087581405512429,81.99162855940288,54.9175764282375,0,42.26463347404626
1760536001974,12.5397833,-70.0513317,9.78,9.78,6.266833653397288,1.9,0,0.009999999999999787,615,2477,-12333.886965167236,4835,0,0,0,0,0,80.56948012121175,54.83072725240009,0,41.538288723916246
1760536002974,12.5398717,-70.0513283,9.76,9.76,5.6672254386514105,1.8,0,-0.019999999999999574,-1232,2462,-37057.5864959395,4825,0,0,0,0,0,79.11122337797714,54.74528624920813,0,40.83851118059707
1760536003974,12.53996,-70.0513233,9.53,9.53,5.5676210288364345,1.8,0,-0.23000000000000043,-13976,2292,-6155.851339794961,4711,0,0,0,0,0,77.74688150486162,54.645331591672075,0,40.184384519731445
1760536004974,12.5400467,-70.05132,9.22,9.22,5.7680057234182165,1.8,0,-0.3099999999999987,-18310,2076,12384.375279237873,4558,0,708.3752792378727,0,0.00003606504965165122,0.00009607729227199886,76.48374327850156,54.53025838297424,0,39.58026984256697
1760536005974,12.5401317,-70.05132,8.83,8.83,5.768375085231288,1.8,0,-0.39000000000000057,-22175,1823,22.82766813323461,4365,0,0,0,0,0,75.32805756298602,54.403127737247424,0,39.03000805244204
1760536006975,12.5402183,-70.0513183,8.55,8.55855,6.068755870433002,1.8,0,-0.27972027972027913,-15330,1657,18564.43366782153,4231,0,9122.43366782153,0,0.00046444452935715663,0.0012372802262074654,74.25248911327616,54.27304365454292,0,38.519380811839014
1760536007974,12.5402933,-70.0513117,8.46,8.451540000000001,6.169098620096928,1.8,0,-0.09009009009008995,-4823,1602,6201.482957479672,4178,0,7158.482957479672,0,0.0003644551847853368,0.0009709086122681373,73.22383408489338,54.14530780386706,0,38.11595853670713
1760536008974,12.5403683,-70.0513117,8.18,8.18,6.76942513284769,1.8,0,-0.28000000000000114,-14677,1449,37101.97946753533,4044,0,27917.979467535333,0,0.0014213699223859224,0.0037865294732360977,72.2665159877563,54.018902854810506,0,37.66197017403838
1760536009975,12.5404417,-70.051315,8.21,8.21821,7.369736628004183,1.8,0,0.02997002997003111,1548,1467,37101.05133515675,4063,0,44179.05133515675,0,0.0022492592932936597,0.00599202675733431,71.5355900328148,53.89515020655848,0,37.83071009387418
1760536010974,12.5405133,-70.0513167,8.47,8.46153,7.370044432154593,1.8,0,0.26026026026026006,13660,1607,19.02321990776771,4183,0,19469.023219907765,0,0.0009912137106909704,0.002640593325280745,72.3855758064721,53.7765002889448,0,39.0365546829533
1760536011974,12.54059,-70.0513133,8.62,8.62,7.270387378703223,1.8,0,0.14999999999999858,8075,1696,-6159.104874455026,4261,0,7872.895125544974,0,0.000400827586629652,0.001067804690781393,72.46137247268629,53.66333327145154,0,39.74021136546331
1760536012974,12.540665,-70.0513083,8.74,8.74,6.970727110416675,1.8,0,0.120000000000001,6562,1768,-18519.90356091352,4321,0,0,0,0,0,72.32267037894171,53.55598470407551,0,39.24140786876101
1760536013974,12.5407433,-70.051305,8.73,8.73,6.571077203908068,1.8,0,-0.009999999999999787,-551,1762,-24699.56317195144,4316,0,0,0,0,0,71.3570497484852,53.451146113014566,0,38.75581729884161
1760536014974,12.5408217,-70.0513067,8.76,8.76,6.471415428950735,1.8,0,0.02999999999999936,1652,1780,-6159.396677688063,4331,0,1603.6033223119366,0,0.00008164321248329751,0.00021749751805550456,70.61941778314332,53.34981663150362,0,38.91360353398446
1760536015974,12.540905,-70.0513067,8.99,8.99,7.171779531295822,1.8,0,0.23000000000000043,12859,1924,43284.602617233446,4444,0,62511.602617233446,0,0.003182612547716756,0.00847847982711744,71.25243102416104,53.25882257538521,0,39.973260955845056
1760536016974,12.5409867,-70.051305,9.44,9.44,6.872141123539855,1.8,0,0.4499999999999993,26124,2228,-18518.55251454206,4667,0,14500.447485457938,0,0.0007382518473779089,0.0019667029214147495,73.41923339294497,53.19239453725761,0,42.0660447899297
1760536017974,12.5410733,-70.0513083,9.33,9.33,7.272511840691852,1.8,0,-0.10999999999999943,-6504,2151,24744.111432144873,4612,0,25003.111432144873,0,0.001272967142806333,0.0033911844684360714,72.40638218011028,53.12163832402278,0,41.54104633785558
1760536018974,12.5411567,-70.051315,8.91,8.91,7.772860228543738,1.8,0,-0.41999999999999993,-24132,1873,30923.031414410136,4405,0,13069.031414410136,0,0.0006653750923758824,0.0017725592460893509,71.4783520149073,53.03447064250702,0,41.043760806782345
1760536019974,12.5412383,-70.0513133,8.45,8.45,7.973222046636096,1.8,0,-0.46000000000000085,-25155,1598,12382.961443561966,4177,0,0,0,0,0,70.63503157839865,52.93827908624036,0,40.595038793083376
1760536020974,12.5413183,-70.0513133,8.31,8.31,8.17357279417018,1.8,0,-0.1399999999999988,-7392,1520,12382.277249849036,4108,0,10618.277249849036,0,0.0005406014403026757,0.0014401622369663281,69.8295628181195,52.84244670593069,0,40.16684259385537
